Protein.IDs	Majority.protein.IDs	Fasta.headers	125amol-12500amol_PValue	25000amol-12500amol_PValue	2500amol-12500amol_PValue	250amol-12500amol_PValue	50000amol-12500amol_PValue	5000amol-12500amol_PValue	500amol-12500amol_PValue	50amol-12500amol_PValue	125amol-12500amol_AdjPVal	25000amol-12500amol_AdjPVal	2500amol-12500amol_AdjPVal	250amol-12500amol_AdjPVal	50000amol-12500amol_AdjPVal	5000amol-12500amol_AdjPVal	500amol-12500amol_AdjPVal	50amol-12500amol_AdjPVal	125amol-12500amol_log2FoldChange	25000amol-12500amol_log2FoldChange	2500amol-12500amol_log2FoldChange	250amol-12500amol_log2FoldChange	50000amol-12500amol_log2FoldChange	5000amol-12500amol_log2FoldChange	500amol-12500amol_log2FoldChange	50amol-12500amol_log2FoldChange	featureAvg	Sample.1_Tr_1	Sample.1_Tr_2	Sample.1_Tr_3	Sample.2_Tr_1	Sample.2_Tr_2	Sample.2_Tr_3	Sample.3_Tr_1	Sample.3_Tr_2	Sample.3_Tr_3	Sample.4_Tr_1	Sample.4_Tr_2	Sample.4_Tr_3	Sample.5_Tr_1	Sample.5_Tr_2	Sample.5_Tr_3	Sample.6_Tr_1	Sample.6_Tr_2	Sample.6_Tr_3	Sample.7_Tr_1	Sample.7_Tr_2	Sample.7_Tr_3	Sample.8_Tr_1	Sample.8_Tr_2	Sample.8_Tr_3	Sample.9_Tr_1	Sample.9_Tr_2	Sample.9_Tr_3
sp|O76070ups|SYUG_HUMAN_UPS	sp|O76070ups|SYUG_HUMAN_UPS	sp|O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.6700391911396	24.3738486045768	24.4586389048368	NA	NA	NA	25.9418113248519	26.0093456426125	24.5434491364269	22.0154286647077	NA	NA	NA	NA	NA	28.0494713584182	28.0883595430956	28.2295394616895	23.4524936304516	NA	18.7743945779341	NA	NA	NA	NA	NA	NA
sp|O94742|SEM1_YEAST	sp|O94742|SEM1_YEAST	sp|O94742|SEM1_YEAST 26S proteasome complex subunit SEM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEM1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.2896271876297	NA	NA	NA	NA	20.8587823777172	NA	21.5337878788945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.4819767625415	21.2571276825506	21.3608899392656
sp|P00044|CYC1_YEAST	sp|P00044|CYC1_YEAST	sp|P00044|CYC1_YEAST Cytochrome c iso-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYC1 PE=1 SV=2	0.206958061411059	0.815907568913097	0.537952984276466	0.173732877228615	0.339291577064661	0.20443116280469	0.112320381047786	0.0619308119502621	0.957181034026146	0.991948625721696	0.996848488371953	0.840955964288153	0.849857135912115	0.61662660519893	0.609470396516629	0.591199095697136	1.52028385475138	-0.274658056739412	-0.652771193854537	1.4709270034476	1.0201200098064	1.3677177552477	1.73289940053893	2.0647160966669	24.1348384792992	25.0595732044374	22.6116003062364	21.9130924698339	25.0208972206576	24.409181142517	NA	21.2191590648481	NA	24.6210354753449	21.5066388167757	24.4776604515532	21.6416531306152	24.9212525726219	24.0270710869828	25.0487233312458	24.9986909622903	21.878972904171	25.7669621434656	24.5397272700448	24.5588835706892	24.5888084055168	24.7335549334388	25.0482244309068	25.0011848177789	23.7159678536042	25.9186392615232	26.143807155381
sp|P00045|CYC7_YEAST	sp|P00045|CYC7_YEAST	sp|P00045|CYC7_YEAST Cytochrome c iso-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYC7 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.4923813303165	NA	20.3080812306127	21.1145786060864	21.5446286762203	NA	NA	NA	NA	NA	NA	NA	21.1947231947356	21.1089761470977	NA	NA	20.9806416659785	21.377242309329	NA	NA	NA	21.3594964969394	19.076893866143	NA	NA	20.2157273151936	21.9446377193437
sp|P00127|QCR6_YEAST	sp|P00127|QCR6_YEAST	sp|P00127|QCR6_YEAST Cytochrome b-c1 complex subunit 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=QCR6 PE=1 SV=2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.1731647246337	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.1427677090174	NA	NA	NA	21.4389826683396	21.3796237370414	NA	NA	NA	NA	20.9907161503631	NA	NA	NA	NA	19.1571890135149	21.1113343776823
sp|P00128|QCR7_YEAST	sp|P00128|QCR7_YEAST	sp|P00128|QCR7_YEAST Cytochrome b-c1 complex subunit 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=QCR7 PE=1 SV=2	0.401753958074158	0.176629837141379	0.0276966472260122	0.101515203331027	0.175495833528602	0.0349395037979986	0.0329661715664911	0.12619878338342	0.999903620391244	0.991948625721696	0.996848488371953	0.816460660630293	0.773017361971224	0.407417107404893	0.455175543356568	0.797214522068544	0.516120376131767	0.947082859115895	1.45151265075756	1.04120686468863	0.949720590874346	1.54421891151459	1.56399930563969	1.08097810446529	21.7859109108044	20.9837061926593	20.6804591119701	20.8028602616993	21.3599789946815	21.2759426026099	21.3794650974326	20.8469747382743	22.6918746908433	NA	22.6105418771783	23.0123967539202	21.1986248875029	23.1377116390155	21.0803074820617	21.3726270393174	NA	21.5251613751888	22.0189635174457	22.4886845270655	NA	22.2444370068495	23.23908452793	NA	21.5335977942352	NA	21.8682347730956	21.9384051467208
sp|P00167ups|CYB5_HUMAN_UPS	sp|P00167ups|CYB5_HUMAN_UPS	sp|P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.9811122151525	24.828857406672	24.7218714465393	NA	NA	NA	25.8113478406144	26.4812685402138	25.5802928458972	NA	NA	NA	NA	NA	NA	27.7152216557142	27.3168270250185	27.791476016732	23.1506131482443	NA	23.1929790295962	NA	NA	NA	NA	NA	NA
sp|P00175|CYB2_YEAST	sp|P00175|CYB2_YEAST	sp|P00175|CYB2_YEAST Cytochrome b2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CYB2 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.4152424880348	NA	NA	22.3112449759348	NA	NA	22.4399211550858	NA	NA	NA	NA	23.3825818122681	23.6680652113932	NA	NA	NA	NA	NA	22.2747773854777	23.1861323795376	NA	22.6337384836041	21.4720422707181	23.1644441795893
sp|P00330|ADH1_YEAST;sp|P38113|ADH5_YEAST	sp|P00330|ADH1_YEAST	sp|P00330|ADH1_YEAST Alcohol dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADH1 PE=1 SV=5	0.554210418168881	0.36737257816629	0.810457971291258	0.606304715127958	0.346478483818555	0.303358556078296	0.358039753140222	0.700715486980903	0.999903620391244	0.991948625721696	0.996848488371953	0.963437857056156	0.849857135912115	0.69411428507294	0.767228042443333	0.976922268263226	-0.473269703371454	0.725373942604744	-0.191225047482792	0.411946858987044	0.758277576721412	0.830772142225747	0.739910528317477	0.306790488493174	30.2782973226256	30.1063694458175	30.2095533166239	29.4827769432703	30.9189747118378	30.7674610716504	26.6924548121091	30.7416581541502	30.7085772488986	30.5245861304771	30.3972369998782	30.6836982905715	28.1440892728136	30.7059438421262	29.5679394272175	30.7606570133291	31.1521282806344	29.9300179662681	30.9913861889734	30.7853459499627	30.7620045486978	30.7436656337284	30.4352949447357	30.9338913535378	30.6492449923906	29.927194411123	29.7744374354094	31.0174393246588
sp|P00331|ADH2_YEAST	sp|P00331|ADH2_YEAST	sp|P00331|ADH2_YEAST Alcohol dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADH2 PE=1 SV=3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.1710735411219	22.3198958931229	NA	23.2365614025029	NA	25.5126184702692	NA	21.8769889946393	NA	25.0899055964913	22.1818025501509	25.2420177605391	25.4658481038616	NA	22.0591028048008	21.9905776693646	25.2884518529882	25.1930993845676	25.1398907306074	25.255875149318	20.0229637553359	NA	22.0789729642349	23.4006730911925
sp|P00358|G3P2_YEAST	sp|P00358|G3P2_YEAST	sp|P00358|G3P2_YEAST Glyceraldehyde-3-phosphate dehydrogenase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDH2 PE=1 SV=3	0.863310113435381	0.0202505470947664	0.869179827856654	0.726556285648028	0.257616074148187	0.15088183676782	0.321006935960894	0.808846635788759	0.999903620391244	0.991948625721696	0.996848488371953	0.96639879618124	0.819198213509265	0.579799037057634	0.747668464033384	0.976922268263226	-0.158945006598596	-2.58078401155664	0.152050981492302	0.323266925235636	1.06305626558524	1.36341420640874	0.928150910811507	-0.249801610274584	25.7336108647175	24.1393052766891	26.262987167159	26.1563227576874	25.7344080102593	24.470851477894	25.8765206935864	23.1897708804469	22.6877378974635	NA	26.0885111902331	26.7834425139948	24.1428144417845	26.4122376152945	23.4101521530584	27.7060262088895	26.746118992786	26.4373483716968	26.5643166338084	25.8925435577751	27.1411194110547	27.6151948519319	27.836413897885	25.9061437683252	25.6005102677598	NA	25.7221842372555	24.817289343219
sp|P00359|G3P3_YEAST	sp|P00359|G3P3_YEAST	sp|P00359|G3P3_YEAST Glyceraldehyde-3-phosphate dehydrogenase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDH3 PE=1 SV=3	0.977035551686183	0.220925647151504	0.709484745490865	0.284207609283717	0.401641782878448	0.712946890090822	0.517301478921732	0.873847883705493	0.999903620391244	0.991948625721696	0.996848488371953	0.963284306364745	0.869592711711499	0.919726441662306	0.843071693229209	0.976922268263226	-0.00873284559722975	0.378233038145844	0.113212111133443	0.329479307179177	0.256632470537248	-0.111795272438023	0.19744454531395	0.048182018343482	32.2614743675896	32.3165411414898	32.0763542530855	31.9906425839877	32.6196877184008	32.3084807672628	31.4291709561077	32.7569249108035	32.6039939112957	32.1573182709013	32.0759400288978	32.5326196874924	32.1146145955731	32.7069525110885	32.0540406985984	32.6109826904136	32.4844297572509	32.3466500954898	32.322355537434	32.0397009361309	31.8325485550078	32.1759026701102	32.1714952176978	32.7803479757849	32.0240284210221	32.4522609049969	32.0631040380005	32.012719090596
sp|P00360|G3P1_YEAST	sp|P00360|G3P1_YEAST	sp|P00360|G3P1_YEAST Glyceraldehyde-3-phosphate dehydrogenase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TDH1 PE=1 SV=3	0.440978519540872	0.204535357413668	0.747638166716416	0.141062120388722	0.148739493898384	0.0337116995561496	0.0335614782790289	0.0483563888995611	0.999903620391244	0.991948625721696	0.996848488371953	0.816460660630293	0.771957824129573	0.407417107404893	0.455175543356568	0.544821795070308	0.745335023195246	1.24265555929211	0.309370676110237	1.45155292696914	1.42265531065734	2.15652022669208	2.15855438904361	1.98953104330431	26.1734030297506	26.6627518108964	24.1154520283564	23.9166135315776	27.4620919560392	24.6597612048222	24.8089692795547	26.0520656677684	24.922977036089	27.4477413448493	25.6680381518132	25.6936249889904	24.2612662583575	27.2802967235553	24.2540015191314	27.5151779090511	27.4268639937725	24.5099035180058	27.0260157910241	26.456870119093	27.2468993063943	27.4606086254193	27.3963185083275	27.4230208613615	26.3511411682722	26.7942679103008	26.6158262743831	27.2533163160594
sp|P00425|COX5B_YEAST;sp|P00424|COX5A_YEAST	sp|P00425|COX5B_YEAST;sp|P00424|COX5A_YEAST	sp|P00425|COX5B_YEAST Cytochrome c oxidase polypeptide 5B, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX5B PE=1 SV=3;sp|P00424|COX5A_YEAST Cytochrome c oxidase polypeptide 5A, mitochondrial OS=Saccharomyces cerevis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8171429336956	NA	NA	NA	21.9645862377625	21.7291626597663	NA	NA	21.8622680652094	21.7048053813665	NA	21.8607914650308	NA	21.5370154921104	21.9646919878114	NA	NA	NA	21.483306049789	NA	NA	NA	NA	NA	22.0694982809252	NA	21.5895286298453
sp|P00427|COX6_YEAST	sp|P00427|COX6_YEAST	sp|P00427|COX6_YEAST Cytochrome c oxidase subunit 6, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX6 PE=1 SV=1	0.048937500251372	0.163104968656982	0.0452062406538676	0.0934004528389137	0.137587342152859	0.00474988807402217	0.5033964053225	0.0109786969764804	0.955244671644286	0.991948625721696	0.996848488371953	0.816460660630293	0.771957824129573	0.282607825521251	0.836482050760442	0.36809490217144	1.80110209402596	1.24200265668479	2.05186998526896	1.5120561956881	1.32699281391339	2.73727951101839	0.652752258816601	2.41302283096959	22.1807142789098	21.0560290555985	20.6173741944784	20.2479460512439	22.5754940067989	22.5818965782307	22.1672649983691	20.5674622325639	21.1007880807238	23.9791069580875	20.8603747146648	24.524264790087	NA	23.9978300115929	21.2021573112962	21.257530565496	21.5815518399937	22.6023182808117	21.7184576222556	23.6147035544503	23.4941162935233	23.0243679864024	NA	21.3311771914967	21.2552268603504	23.2424612293917	23.0388714454418	22.8790851193961
sp|P00441ups|SODC_HUMAN_UPS	sp|P00441ups|SODC_HUMAN_UPS	sp|P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.2680662029194	24.095228307694	24.0984446618094	NA	NA	NA	24.8475674210631	NA	24.9227048893832	NA	NA	22.8181187166485	NA	NA	NA	26.1142410058138	26.4507959351173	26.0749007587144	23.363592593315	23.1825907590226	NA	NA	NA	NA	NA	NA	22.6639897377256
sp|P00445|SODC_YEAST	sp|P00445|SODC_YEAST	sp|P00445|SODC_YEAST Superoxide dismutase [Cu-Zn] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SOD1 PE=1 SV=2	0.930673120359541	0.817105116745246	0.429546103722274	0.516968019929232	0.933459855231539	0.643998504417001	0.876218594042004	0.2785020763519	0.999903620391244	0.991948625721696	0.996848488371953	0.963437857056156	0.984881192631321	0.891319625814053	0.970661316753119	0.916349427908684	-0.0380643398292051	0.101244483858633	-0.348249085271931	-0.284962634567368	0.0365303649291988	-0.202698628235165	-0.0681657490922341	-0.480971124004498	29.0513513749243	29.4130047593109	28.929086803844	29.2404081323556	29.1245517392982	29.4177197824266	28.9260351542981	29.2818226947377	29.3512970549123	29.2531133974364	29.4096707753519	29.3561128073321	27.7719688570107	28.6433043639085	29.2989614779372	28.7853459499627	29.6166677413308	28.4173978780261	29.6580251709412	29.4563257420717	28.7948256412571	28.7232524274762	28.7454779944012	29.0676881636658	29.5648362901668	28.3146680125523	28.2674948102525	29.5574235006922
sp|P00447|SODM_YEAST	sp|P00447|SODM_YEAST	sp|P00447|SODM_YEAST Superoxide dismutase [Mn], mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SOD2 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.6117803870644	NA	NA	NA	NA	26.3333355448782	NA	24.4985663314033	NA	24.3643275883729	NA	24.5340967130597	NA	NA	NA	NA	24.5752516253058	24.590351303337	25.7647875816841	24.7548593731712	NA	26.4496787682641	25.82534333576	25.4063615105205
sp|P00498|HIS1_YEAST	sp|P00498|HIS1_YEAST	sp|P00498|HIS1_YEAST ATP phosphoribosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS1 PE=1 SV=1	0.877337378595964	0.641625943665394	0.626777463092548	0.619691976881805	0.446369863419364	0.0430151093693205	0.0636889388717194	0.228406523220385	0.999903620391244	0.991948625721696	0.996848488371953	0.963437857056156	0.878263525860902	0.407417107404893	0.526733129267576	0.876898708085581	0.0899365177588862	0.243240003054268	0.284208634730344	0.259478248953503	0.400039353539704	1.11898293803834	1.13538562440069	0.640753029767303	23.4737402124561	23.5541475718542	22.6522191537201	22.8390361275642	23.5370629031767	22.6730787011001	NA	22.7328928050165	23.1684285115599	23.8738015457249	22.8525668454337	23.746118992786	NA	23.4969220261068	22.536968079486	23.7899474944062	24.2955806228828	22.986729509601	22.9632107812738	24.1034158828975	24.5402595534611	23.7586762308949	24.4040563407869	23.8969834767735	NA	22.6303426782279	23.8107842064898	24.5265350577227
sp|P00549|KPYK1_YEAST;sp|P52489|KPYK2_YEAST	sp|P00549|KPYK1_YEAST	sp|P00549|KPYK1_YEAST Pyruvate kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CDC19 PE=1 SV=2	0.950775612674152	0.36616774914408	0.67961341402921	0.313290283480427	0.45733001616901	0.427899844446656	0.267151575480089	0.712353652026979	0.999903620391244	0.991948625721696	0.996848488371953	0.963284306364745	0.878263525860902	0.758874234809478	0.717114664738043	0.976922268263226	-0.0245484682281685	0.362941503023432	-0.164562853211866	0.405974885237729	0.297545647385398	0.317673872693533	0.447941747353966	0.146851214190502	31.7388041387817	31.8097727890016	31.4017190045985	31.4083147732636	32.1736112840581	31.8232383710694	30.5493115070517	32.0205555126817	32.0265039613544	31.6615716018979	31.5558157151604	32.0349219532932	30.5353803387745	32.3213880973033	31.571451882524	31.9448912427496	32.2399644869477	31.2336933771566	32.0387856449156	31.8104241618483	31.720123784253	32.042280238843	31.9584723463047	32.2144832327149	31.790676229906	31.7778032977672	31.4293705196922	31.8531863919758
sp|P00560|PGK_YEAST	sp|P00560|PGK_YEAST	sp|P00560|PGK_YEAST Phosphoglycerate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PGK1 PE=1 SV=2	0.901728693081001	0.378557515773189	0.382457253915977	0.314043878741413	0.704845416622397	0.369665052327355	0.213282629252179	0.790537906874301	0.999903620391244	0.991948625721696	0.996848488371953	0.963284306364745	0.938361058107928	0.724961498380503	0.681279455283781	0.976922268263226	-0.0873548602894623	0.628769230779238	-0.623546326276994	0.720999567929738	0.268394165043006	0.640813483632641	0.897206355513166	0.188035002816701	30.967281506062	31.2654506759143	30.6607644284563	30.0978572074328	31.7521464519799	30.988815745141	29.0210455338141	31.1829918033804	30.9726116380421	31.7547765627186	30.7827710318207	31.2245803217475	28.1460819794042	31.7059850260957	30.8017020692515	31.6793839202454	31.7197159091433	29.6423061376548	31.4672327601343	31.051417527661	31.4056800832666	31.4894151517737	31.7611723960727	31.7863980024085	31.1681209798617	30.9722007698864	30.3486826741266	31.2672938762405
sp|P00709ups|LALBA_HUMAN_UPS	sp|P00709ups|LALBA_HUMAN_UPS	sp|P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.840477525467	24.3065384715238	23.7403654655557	NA	NA	NA	25.7799411288017	25.1910293854582	25.2202962488387	NA	NA	20.8258625028744	NA	NA	NA	26.9330330629127	26.815800153597	27.0394656309888	NA	21.8565805428985	NA	NA	NA	NA	NA	NA	NA
sp|P00724|INV2_YEAST	sp|P00724|INV2_YEAST	sp|P00724|INV2_YEAST Invertase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SUC2 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.0784192653334	NA	NA	NA	NA	NA	21.8914870660134	21.6210019278082	22.0468349159049	NA	NA	NA	NA	NA	21.8258236931029	22.4711492682571	NA	NA	NA	21.8289251804251	21.9369326239906	NA	22.554592598699	NA	NA	NA	23.1208396595713
sp|P00729|CBPY_YEAST	sp|P00729|CBPY_YEAST	sp|P00729|CBPY_YEAST Carboxypeptidase Y OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRC1 PE=1 SV=1	0.992586817127912	0.404601619604697	0.807813494389276	0.671860539347255	0.695821196583117	0.826232625254246	0.299539589438266	0.57368522939367	0.999903620391244	0.991948625721696	0.996848488371953	0.96639879618124	0.938361058107928	0.959328675765913	0.747668464033384	0.97520638142141	-0.00659992926363273	0.668516634133692	-0.17293524634453	0.301670466063737	0.278327926096136	0.174472587989644	-0.836725161250605	0.401474271185137	22.9675329958631	23.4777839541035	21.6581382469341	23.4643842134323	23.6708766401846	23.1853309788769	21.7242990076175	23.2649923030494	23.8055785748646	NA	23.1877942445125	23.3194824937101	21.5742239372137	22.7646812981633	23.26026144609	23.4803750684078	23.4883658159169	22.0476338425499	23.8992905342915	23.1591248303746	NA	22.9233579552513	21.0731321516992	22.9869551354462	NA	22.1200327964017	23.8406696030922	23.8440268285314
sp|P00812|ARGI_YEAST	sp|P00812|ARGI_YEAST	sp|P00812|ARGI_YEAST Arginase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CAR1 PE=1 SV=1	0.176724880279491	0.975135749478055	0.953083375602098	0.202831414648175	0.599825559059624	0.197986537450791	0.0858641504871693	0.287985455179144	0.955244671644286	0.991948625721696	0.996848488371953	0.886389252990058	0.938361058107928	0.607085791630878	0.58310938013355	0.916349427908684	1.05159291345424	-0.0211382865472061	-0.0399040330418359	0.884088206196463	0.399385613846288	0.894113715465298	1.21570205736766	0.818838796672388	23.9337610340218	23.746016452181	22.7635471198127	23.6244420767882	25.1160472405113	23.7431423522518	NA	22.6294535663958	22.4689391923718	24.9721980303727	23.0140497649501	23.5822182596134	23.4180255250929	24.4031462461065	23.0702028538885	25.3129211673763	23.8557634910336	NA	23.6990115025136	23.2841858682827	24.6100912462077	24.9220696806874	25.4955503386448	24.4314144564074	23.8541470258327	24.0575502231789	NA	24.3361311360205
sp|P00815|HIS2_YEAST	sp|P00815|HIS2_YEAST	sp|P00815|HIS2_YEAST Histidine biosynthesis trifunctional protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HIS4 PE=1 SV=3	0.199278197228406	0.951323337098409	0.958140470719031	0.447787937686789	0.350607960775753	0.439316928873615	0.19575520200189	0.327103206195576	0.957181034026146	0.991948625721696	0.996848488371953	0.963284306364745	0.849857135912115	0.764328826096728	0.681279455283781	0.932644752407914	0.752853929228504	-0.0350889023590319	-0.0301694844302993	0.439400025693832	0.542250122320699	-0.447761802275664	0.759039608235934	0.5699181851171	24.3311822204058	25.0969579892596	22.796339103809	24.2501023409717	25.155994786949	24.9733372192758	24.272629215501	24.4364431587226	24.5330273899415	23.0686621782991	24.2295669649073	24.6359979214007	23.1873260944414	23.5510989628635	24.8714533323075	25.0390472159508	25.1319473673082	24.0249597225772	24.613242711117	23.0350158523008	23.3630578161646	24.4020403587479	25.3126788634232	24.8856252573059	24.222214138019	24.4524307884592	24.7154966156314	24.685226585301
sp|P00817|IPYR_YEAST	sp|P00817|IPYR_YEAST	sp|P00817|IPYR_YEAST Inorganic pyrophosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IPP1 PE=1 SV=4	0.640645903748942	0.28690705377296	0.444971398106944	0.482617229876887	0.235297519862949	0.0670420035599269	0.0608816852017041	0.980562481044405	0.999903620391244	0.991948625721696	0.996848488371953	0.963284306364745	0.803037658728549	0.465103899696993	0.526733129267576	0.993182126649479	0.44337607191337	1.02292055644804	0.728752403376539	0.669119348116876	1.14386200318327	1.80826199325887	1.85437348134214	0.0230801081653382	27.1559656950714	27.2217717744502	27.3221674748766	24.359375847286	28.3634004305946	26.0133768601723	25.856666021586	27.7494476011543	26.3303635561741	27.8922656086285	27.3287725652348	27.6951129336181	26.0656868078895	28.2492072931186	24.4582008237019	28.2032650241429	28.5286154864393	26.1106416489994	27.6956439707239	28.3043030628915	27.8683242745438	28.1554737389541	28.2435438837853	28.3968084432566	27.8260832135973	26.0387961086676	25.7092249883994	27.2245343240418
sp|P00830|ATPB_YEAST	sp|P00830|ATPB_YEAST	sp|P00830|ATPB_YEAST ATP synthase subunit beta, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP2 PE=1 SV=2	0.165708139739557	0.0691676060966383	0.857299384251722	0.0375586302417396	0.198388564386242	0.0339082014408121	0.0431320952174788	0.0544510493171719	0.955244671644286	0.991948625721696	0.996848488371953	0.816460660630293	0.803037658728549	0.407417107404893	0.455175543356568	0.581160237904431	1.00240344701824	1.33701090399294	0.127052977262373	1.54976427556897	0.927041432634642	1.58418923621948	1.50268190751304	1.42196667980457	27.4963954697194	27.2390881708739	26.6909907550205	25.4084038632592	28.1925351338437	27.6367170975772	26.5164408987874	27.6095700286231	27.7617985365648	27.9781469359445	26.9670825133518	28.0708129326717	24.6817462749172	28.2376758408141	27.4415810347727	28.3085187402737	28.1980271875172	25.6680381518132	28.2535417477271	28.0017431944782	27.8697955417182	28.2195117616156	28.0236914191629	28.0753089049908	27.747528187539	27.6901249315044	27.7283220462979	28.185935850765
sp|P00890|CISY1_YEAST	sp|P00890|CISY1_YEAST	sp|P00890|CISY1_YEAST Citrate synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CIT1 PE=1 SV=2	0.401604995915089	0.765597847376022	0.164495472460793	0.856453154921064	0.752388786410761	0.731439828051804	0.945207247946021	0.63820698798744	0.999903620391244	0.991948625721696	0.996848488371953	0.96639879618124	0.941416569193692	0.931446311475596	0.987990471632972	0.976922268263226	-0.600026661493899	0.21168389159827	-1.0096140647546	0.128348260013304	0.224034056169668	0.243772463434404	0.0487472049932656	-0.334395449469497	26.8889283277096	27.4062479616604	27.188484865995	26.4345355886432	27.9866882856823	25.6131021674261	25.6293979787085	27.4126414261519	26.9719130925394	27.2797655724021	26.1171378254135	26.3330113149833	25.550277081638	27.5882079437972	26.0053673847751	27.8207378677662	27.8138447851779	26.2929684892414	27.5945573103883	26.3697782372875	27.6845178183789	27.7062897509354	27.7090540397244	27.7842541216728	25.6822018698812	27.1701643814316	25.3953871733347	27.4605305131238
